StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Ami Bell,523106,MULTI/INTERDISCIPLINARY STUDIES,3700,58,0.5,Bonnie Arevalo,Biology & Life Science,Oregon State University,United States of America,342
Vickie Watson,850643,PUBLIC ADMINISTRATION,6209,67,0.5,Vilma Cabot,Psychology & Social Work,Sichuan University,China,55
Patsy Cook,499266,MISCELLANEOUS ENGINEERING,2599,25,0.5,Cathy Dominquez,Psychology & Social Work,University of New South Wales,Australia,187
Sam Overton,850035,COURT REPORTING,1904,42,0.5,Mary Carroll,Physical Sciences,University of Saskatchewan,Canada,647
Suzan Slusher,678601,MINING AND MINERAL ENGINEERING,3302,59,0.5,Zula Hoffman,Biology & Life Science,Indian Institute of Technology Delhi,India,135
Paul Walton,861066,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,3700,61,0.5,Ben Janousek,Interdisciplinary,"University of Santiago, Chile (USACH)",Chile,163
Kenneth Marmon,926351,NURSING,3611,83,1.0,Blake Lucas,Agriculture & Natural Resources,Illinois Institute of Technology,United States of America,641
Grace Rivera,621133,ENVIRONMENTAL SCIENCE,2417,81,1.0,Travis Thurman,Industrial Arts & Consumer Services,Hanyang University,South Korea,471
Ruby Martin,120725,UNITED STATES HISTORY,1302,3,1.0,Heather Allen,Humanities & Liberal Arts,Brandeis University,United States of America,408
James Matthews,403405,BOTANY,1501,43,0.5,Mary Baker,Social Science,University of Trento,Italy,58
Helen Smith,699629,ART HISTORY AND CRITICISM,5403,65,1.0,Lorraine Granger,Humanities & Liberal Arts,Saint Petersburg State University,Russian Federation,770
Helen Martinez,549334,COURT REPORTING,6212,45,0.5,Elizabeth Washington,Biology & Life Science,University of Innsbruck,Austria,475
Teresa Huntley,544472,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,4001,79,1.0,Terrence Wiley,Law & Public Policy,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,584
Joseph Gray,683344,MECHANICAL ENGINEERING,6209,74,0.5,Randell Carrillo,Engineering,Okayama University,Japan,228
Luis Buchheit,967733,ART AND MUSIC EDUCATION,5507,36,0.5,Amado Head,Law & Public Policy,Shahid Beheshti University,Iran,401
Harry Hall,874030,MISCELLANEOUS ENGINEERING TECHNOLOGIES,1105,59,0.5,Barbara Sanford,Engineering,University of Toledo,United States of America,25
Robert Bohrer,572705,AGRICULTURE PRODUCTION AND MANAGEMENT,2901,98,0.5,Christopher Peterson,Engineering,Aalborg University,Denmark,263
Steven Whitaker,174823,ASTRONOMY AND ASTROPHYSICS,2314,81,0.5,Donald Fletcher,Physical Sciences,McGill University,Canada,154
Delores Garcia,581458,ELECTRICAL ENGINEERING TECHNOLOGY,2304,7,1.0,Carly Donaldson,Arts,University of Greenwich,United Kingdom,768
Donna Lahti,379555,PHYSICAL SCIENCES,1501,19,1.0,Michael Weller,Social Science,University of New Mexico,United States of America,488
Joyce Webb,624276,COMMUNICATIONS,2504,6,0.5,Zachary Melendez,Engineering,University of Jyvaskyla,Finland,796
Joe Fitzgerald,216553,MATHEMATICS AND COMPUTER SCIENCE,2499,7,0.5,Douglas Rodriguez,Humanities & Liberal Arts,University of Pittsburgh,United States of America,643
David Hoffman,963964,ART AND MUSIC EDUCATION,5002,51,1.0,Krista Baker,Education,Mines ParisTech,France,54
Clifford Arredondo,832635,MATHEMATICS,2309,84,1.0,Felix McMullen,Health,Alexandria University,Egypt,287
Joseph Gray,343888,COMPOSITION AND RHETORIC,2503,73,1.0,John Westerfield,Education,Jilin University,China,710
Kelly Patten,802958,COMMUNICATION DISORDERS SCIENCES AND SERVICES,5201,94,1.0,Mary Gerow,Business,University of East Anglia,United Kingdom,85
Brian Reyes,570953,COUNSELING PSYCHOLOGY,2407,69,1.0,Dorothy Fernandez,Business,University of Iceland,Iceland,650
Charles Cortez,633512,MICROBIOLOGY,2102,45,1.0,Heather Kendall,Biology & Life Science,Lomonosov Moscow State University,Russian Federation,183
Robert Little,557803,FORESTRY,6210,34,1.0,Aleta Bender,Physical Sciences,Scuola Superiore Sant'Anna,Italy,44
Gene Spring,512409,BIOMEDICAL ENGINEERING,6203,92,1.0,Debra Shaw,Physical Sciences,William & Mary,United States of America,467
Dorothy Dean,899479,BUSINESS MANAGEMENT AND ADMINISTRATION,2300,73,0.5,Megan Kaplan,Law & Public Policy,Complutense University of Madrid,Spain,214
Shannon Richardson,469234,MEDICAL ASSISTING SERVICES,5200,94,0.5,Latonya Doll,Engineering,Flinders University,Australia,492
James Brooks,164135,COMPUTER NETWORKING AND TELECOMMUNICATIONS,5006,61,1.0,Charlene Kane,Engineering,University of Cagliari,Italy,657
Wilbert Jennings,515730,MISCELLANEOUS AGRICULTURE,6102,57,1.0,Chad Pardee,Business,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,123
Phyllis Gonzalas,666943,INTERNATIONAL BUSINESS,5599,56,0.5,Tanya Keller,Education,University of Milan-Bicocca,Italy,84
Barbara Carney,698242,COMMERCIAL ART AND GRAPHIC DESIGN,2501,50,1.0,Bernard Tomlin,Agriculture & Natural Resources,Hebrew University of Jerusalem,Israel,267
Stephanie Reed,122324,LANGUAGE AND DRAMA EDUCATION,6207,26,0.5,Ralph Williams,Engineering,Kanazawa University,Japan,99
Susie Stites,262488,GENERAL SOCIAL SCIENCES,5401,15,0.5,Elisa Daley,Physical Sciences,University of Connecticut,United States of America,713
Lois Jones,998085,MISCELLANEOUS ENGINEERING TECHNOLOGIES,3605,90,0.5,Kristin Robinson,Arts,KTH Royal Institute of Technology,Sweden,504
Vernon Dickerson,533418,ARCHITECTURAL ENGINEERING,3501,72,0.5,Eric Marble,Social Science,Fudan University,China,748
William Register,768798,AGRICULTURE PRODUCTION AND MANAGEMENT,5206,100,1.0,Kenneth Greenlee,Humanities & Liberal Arts,University of Nantes,France,336
Dennis Atwood,939776,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,2312,7,1.0,Tracie Stainbrook,Education,Xidian University,China,465
Eva Reid,372970,EDUCATIONAL ADMINISTRATION AND SUPERVISION,6108,45,0.5,Sherman Little,Humanities & Liberal Arts,Vanderbilt University,United States of America,152
Victor Omalley,840171,ENGINEERING AND INDUSTRIAL MANAGEMENT,1103,77,0.5,Ronald Collins,Computers & Mathematics,University of Sheffield,United Kingdom,751
Maya Bowers,481654,CHEMICAL ENGINEERING,2201,0,1.0,Tina Lovato,Agriculture & Natural Resources,University of Washington,United States of America,583
Richard Daniels,969363,PHYSIOLOGY,2400,44,0.5,Cynthia Smith,Arts,Swedish University of Agricultural Sciences,Sweden,290
Annabelle Collazo,120049,ANTHROPOLOGY AND ARCHEOLOGY,2411,92,0.5,Martin Rosenthal,Business,Technical University of Dortmund,Germany,3
Michelle Sullivan,324214,MULTI/INTERDISCIPLINARY STUDIES,2300,57,1.0,Harry Hall,Agriculture & Natural Resources,University at Buffalo,United States of America,231
Bernadine Hayes,950848,NUTRITION SCIENCES,6110,54,0.5,Lester Felty,Education,University of Alcala,Spain,79
Bryan Cervantez,109033,HISTORY,3609,19,1.0,Ruth Robeson,Computers & Mathematics,University of Arizona,United States of America,245
Evelyn Grant,322438,HEALTH AND MEDICAL PREPARATORY PROGRAMS,3402,32,1.0,Cinthia McGurk,Humanities & Liberal Arts,"University of the Andes, Colombia",Colombia,260
Melvin Berkowitz,921628,TRANSPORTATION SCIENCES AND TECHNOLOGIES,4901,77,0.5,Kerri Syed,Social Science,Macquarie University,Australia,204
Gladys Wagner,377693,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",2500,69,0.5,John Tao,Engineering,University of Waikato,New Zealand,773
Vickie Watson,470835,NAVAL ARCHITECTURE AND MARINE ENGINEERING,6100,23,0.5,Berta Treadaway,Education,Lille 2 University - Health and Law,France,195
Carol Ellison,591564,THEOLOGY AND RELIGIOUS VOCATIONS,5505,84,0.5,Megan Castillo,Psychology & Social Work,Polytechnic University of Valencia,Spain,511
Suzan Slusher,229890,INDUSTRIAL PRODUCTION TECHNOLOGIES,1904,58,0.5,James Little,Psychology & Social Work,University of Sao Paulo,Brazil,680
Richard Bender,712559,SOIL SCIENCE,3202,11,1.0,Marcella Long,Agriculture & Natural Resources,University of Erlangen-Nuremberg,Germany,412
Robert Meister,999762,SPECIAL NEEDS EDUCATION,3609,46,1.0,Sherry Taylor,Psychology & Social Work,"University of California, San Diego",United States of America,83
Chad Shepard,545209,ZOOLOGY,5098,29,1.0,Della Craig,Engineering,Stanford University,United States of America,569
Bernard Cotton,929417,COMPUTER PROGRAMMING AND DATA PROCESSING,1102,22,0.5,Sammy Smith,Biology & Life Science,Xiamen University,China,595
Cheryl Wise,709427,HOSPITALITY MANAGEMENT,2310,32,1.0,Velma Williams,Psychology & Social Work,University of Macau,Macau,701
Andrea Smith,185938,PETROLEUM ENGINEERING,5008,2,1.0,Ana Washington,Education,Carleton University,Canada,696
Ada Burger,621869,MATERIALS ENGINEERING AND MATERIALS SCIENCE,3600,13,0.5,Gerardo Sellman,Biology & Life Science,King Abdulaziz University,Saudi Arabia,760
Harry Cusick,414784,CLINICAL PSYCHOLOGY,5203,64,0.5,Joseph Hickey,Engineering,University of Padua,Italy,685
Carmen Franklin,742826,MATHEMATICS AND COMPUTER SCIENCE,4101,60,0.5,Robert Bellamy,Computers & Mathematics,University of Lausanne,Switzerland,304
Lorene Martin,974130,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2501,69,1.0,Shana Labbe,Health,Osaka University,Japan,422
Ronald Jones,286738,ECONOMICS,5007,43,0.5,Heidi Malone,Business,National Chengchi University,Taiwan,185
William Bynoe,534446,ENVIRONMENTAL SCIENCE,1401,55,0.5,Barry Boggs,Biology & Life Science,University of the Witwatersrand,South Africa,93
Erik Hoskins,343292,STATISTICS AND DECISION SCIENCE,6107,11,0.5,Paula Gregory,Business,Chung-Ang University,South Korea,223
Tracy Yates,441817,PLANT SCIENCE AND AGRONOMY,1902,80,0.5,Leonard Lonergan,Business,Vienna University of Technology,Austria,645
Lorraine Granger,859430,COMPUTER PROGRAMMING AND DATA PROCESSING,4005,10,0.5,Andrea Smith,Agriculture & Natural Resources,University of Salamanca,Spain,360
Deborah Mora,712802,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,2602,70,0.5,Cheryl Wise,Social Science,Brunel University London,United Kingdom,446
David Phillips,279612,UNITED STATES HISTORY,5299,10,1.0,James Mays,Social Science,Free University of Berlin,Germany,791
William Register,106349,POLITICAL SCIENCE AND GOVERNMENT,2417,10,0.5,Martin Cooper,Engineering,Istanbul Technical University,Turkey,570
Susan Powell,892925,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,2408,82,0.5,Mildred Brooks,Engineering,National Chung Cheng University,Taiwan,289
John Westerfield,694080,OCEANOGRAPHY,5507,97,1.0,Sammy Stewart,Business,University of Crete,Greece,738
Edward Jackson,537887,LIBRARY SCIENCE,6102,88,0.5,Timothy Piper,Engineering,Indian Institute of Technology Madras,India,652
Mildred Jennings,554538,HISTORY,3501,67,0.5,Becky Velez,Agriculture & Natural Resources,Montana State University,United States of America,371
Celeste Rubio,122500,GENERAL SOCIAL SCIENCES,3605,2,0.5,Michelle Thompson,Education,"University of Tennessee, Knoxville",United States of America,101
Judy Nichols,673812,SCIENCE AND COMPUTER TEACHER EDUCATION,6110,89,0.5,Debra Burgin,Engineering,University of Toronto,Canada,178
Elaine Crystal,364288,LANGUAGE AND DRAMA EDUCATION,4002,78,1.0,Charles Carter,Business,University of Montana,United States of America,573
Danny Lofton,671982,CONSTRUCTION SERVICES,6103,3,1.0,Robert Collins,Engineering,Liverpool John Moores University,United Kingdom,273
Alice Gutierrez,677323,METALLURGICAL ENGINEERING,2308,25,0.5,Ruby Thomas,Industrial Arts & Consumer Services,Georgia Institute of Technology,United States of America,238
Randell Carrillo,897369,CIVIL ENGINEERING,4007,46,1.0,Charles Cortez,Arts,Mahidol University,Thailand,582
Erik Hoskins,178321,COMPOSITION AND RHETORIC,5205,30,0.5,Derek Rice,Industrial Arts & Consumer Services,Bangor University,United Kingdom,87
Yvette Goheen,818008,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,3700,79,1.0,Brittany Plumley,Computers & Mathematics,Tampere University of Technology,Finland,249
Shana Labbe,451933,COSMETOLOGY SERVICES AND CULINARY ARTS,3699,89,1.0,Francis Rouse,Business,University of Ulsan,South Korea,124
Richard Bellantoni,974186,GENERAL BUSINESS,6002,16,1.0,Carmen Franklin,Health,"University of Chemistry and Technology, Prague",Czech Republic,403
Betty Patrick,175219,HISTORY,5401,5,0.5,Joanna Baumann,Computers & Mathematics,"University of California, Irvine",United States of America,42
Jodi Albert,723799,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2407,60,1.0,Donald Walker,Biology & Life Science,Ocean University of China,China,38
Marjorie Gonzalez,652891,HUMAN SERVICES AND COMMUNITY ORGANIZATION,2399,70,1.0,Debbie Lee,Industrial Arts & Consumer Services,Emory University,United States of America,481
James Dillon,643433,MECHANICAL ENGINEERING,6206,63,0.5,Kyle Jones,Social Science,"Birla Institute of Technology and Science, Pilani",India,191
Susie Stites,938193,TREATMENT THERAPY PROFESSIONS,2412,38,0.5,Jacqueline Ferris,Agriculture & Natural Resources,I-Shou University,Taiwan,398
Erin Valentine,385969,PHYSICAL FITNESS PARKS RECREATION AND LEISURE,1303,83,0.5,Amanda Gerlach,Engineering,Aligarh Muslim University,India,789
Henry Steward,759858,HEALTH AND MEDICAL PREPARATORY PROGRAMS,3603,90,1.0,Ernestine Crowe,Communications & Journalism,Charles University in Prague,Czech Republic,209
Cynthia Smith,321117,THEOLOGY AND RELIGIOUS VOCATIONS,3700,29,0.5,David Guynn,Industrial Arts & Consumer Services,Ulm University,Germany,198
Matthew Craig,630778,NUTRITION SCIENCES,2602,9,1.0,James Shearer,Business,University of Helsinki,Finland,390
Austin Guzman,750640,MATHEMATICS TEACHER EDUCATION,2407,28,1.0,Lina Cotton,Engineering,Lehigh University,United States of America,508
Glen Ali,504887,PRE-LAW AND LEGAL STUDIES,6207,40,1.0,Velda Harris,Biology & Life Science,Federal University of Rio de Janeiro,Brazil,699
Ben Janousek,968268,ADVERTISING AND PUBLIC RELATIONS,2312,53,1.0,Mariah Rodriguez,Engineering,University of Hohenheim,Germany,106
John Barber,927419,HISTORY,2405,93,1.0,Amanda Gerlach,Computers & Mathematics,University of Nice Sophia Antipolis,France,728
Lauren Burriss,960685,PRE-LAW AND LEGAL STUDIES,6000,95,1.0,Robert Woods,Psychology & Social Work,Brno University of Technology,Czech Republic,444
Bernard Pare,117448,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,4006,53,0.5,Mildred Mello,Computers & Mathematics,Dublin City University,Republic of Ireland,358
Vern Bise,917702,INTERDISCIPLINARY SOCIAL SCIENCES,6000,42,0.5,Maya Bowers,Physical Sciences,University of Nottingham,United Kingdom,158
Jason Smith,506853,HEALTH AND MEDICAL PREPARATORY PROGRAMS,2416,95,0.5,Luis Irwin,Biology & Life Science,University of Maribor,Slovenia,724
Jason Smith,871196,AEROSPACE ENGINEERING,1103,36,1.0,Era Rivera,Biology & Life Science,Osaka Prefecture University,Japan,22
Barbara Sanford,213152,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,2102,21,0.5,Annabelle Collazo,Humanities & Liberal Arts,"Binghamton University, State University of New York",United States of America,609
Tammy Warren,873627,ENVIRONMENTAL ENGINEERING,5601,2,0.5,Bernard Pare,Engineering,Aristotle University of Thessaloniki,Greece,292
Tracie Stainbrook,694167,HISTORY,3608,23,0.5,Kay Scott,Arts,Universite du Quebec a Montreal,Canada,625
Tamika Dyson,622189,GENERAL AGRICULTURE,1102,10,1.0,Douglas Rodriguez,Psychology & Social Work,Korea University,South Korea,96
Joseph Scribner,904109,COMMUNICATION DISORDERS SCIENCES AND SERVICES,5002,87,0.5,Katina Joslyn,Computers & Mathematics,Universiti Kebangsaan Malaysia,Malaysia,407
Karen Mitchell,460284,GENERAL EDUCATION,2100,79,0.5,Roberto Guzman,Health,University of Reading,United Kingdom,792
Edward Conley,631767,TEACHER EDUCATION: MULTIPLE LEVELS,2416,85,1.0,Virginia Daniels,Psychology & Social Work,De Montfort University,United Kingdom,82
James Hoffman,660688,COMPUTER AND INFORMATION SYSTEMS,5501,63,1.0,Alisha Miles,Agriculture & Natural Resources,University of Tampere,Finland,262
Mary Eastman,191536,CONSTRUCTION SERVICES,2418,59,1.0,Michele Shead,Biology & Life Science,Erasmus University Rotterdam,Netherlands,142
John Singleton,865548,GEOGRAPHY,5901,80,1.0,Eleanor Deleon,Business,Massachusetts Institute of Technology,United States of America,460
Phyllis Briggs,458836,TRANSPORTATION SCIENCES AND TECHNOLOGIES,5203,16,0.5,Allen Davis,Agriculture & Natural Resources,Paris-Sud University,France,676
Heather Kendall,695105,GENERAL EDUCATION,6006,61,1.0,Diane King,Physical Sciences,University of Waterloo,Canada,52
Margaret Mondragon,535721,COMPUTER PROGRAMMING AND DATA PROCESSING,3402,6,1.0,Justin Chamberland,Engineering,Stony Brook University,United States of America,729
Teri Bush,225621,ACTUARIAL SCIENCE,2503,72,0.5,Donna Lahti,Social Science,Savitribai Phule Pune University,India,352
Eric Marble,154264,PHILOSOPHY AND RELIGIOUS STUDIES,3611,1,1.0,David Hughes,Social Science,Chang Gung University,Taiwan,118
Elizabeth Washington,507433,GENETICS,1101,27,0.5,Gladys Melo,Humanities & Liberal Arts,University of Parma,Italy,355
Anthony Quintero,401529,TREATMENT THERAPY PROFESSIONS,5501,31,0.5,Thomas Siegel,Psychology & Social Work,University of Kiel,Germany,376
Joe Smith,519168,COMPUTER SCIENCE,3402,82,1.0,Shirley Kelly,Psychology & Social Work,National Autonomous University of Mexico,Mexico,439
Marilyn Rochester,850510,INTERDISCIPLINARY SOCIAL SCIENCES,5299,36,1.0,Charmaine Fisher,Psychology & Social Work,Hong Kong Baptist University,Hong Kong,631
Mary Gerow,268900,ENGINEERING TECHNOLOGIES,1903,35,0.5,Mary Morgan,Health,University of Amsterdam,Netherlands,252
Jennifer Thomas,244725,SPECIAL NEEDS EDUCATION,2300,9,0.5,Maureen King,Physical Sciences,University of Oviedo,Spain,533
Cristina Cleaver,530555,SPECIAL NEEDS EDUCATION,4101,85,1.0,Bernard Pare,Psychology & Social Work,University of Groningen,Netherlands,618
James Brooks,614994,SCIENCE AND COMPUTER TEACHER EDUCATION,2412,70,0.5,Christopher Peterson,Biology & Life Science,Keio University,Japan,420
Mark Thompson,789183,ART HISTORY AND CRITICISM,2599,1,1.0,Jennifer Fish,Industrial Arts & Consumer Services,Imperial College London,United Kingdom,539
Jarrod Sera,132826,FINE ARTS,3609,71,0.5,Darnell Moore,Communications & Journalism,University of Chile,Chile,536
Diana Lucero,854710,COMPUTER SCIENCE,6107,73,0.5,Christopher Yarger,Industrial Arts & Consumer Services,"University of Maryland, College Park",United States of America,449
Kenneth An,228056,ANIMAL SCIENCES,3601,7,0.5,James Matthews,Social Science,National Sun Yat-Sen University,Taiwan,679
Patricia Floyd,174912,ADVERTISING AND PUBLIC RELATIONS,3608,34,0.5,Ruth Bullock,Engineering,University of Minnesota,United States of America,275
Shannon Guin,811976,MICROBIOLOGY,5001,75,1.0,David Atkinson,Computers & Mathematics,Konkuk University,South Korea,361
Glenda Maes,543161,JOURNALISM,2306,71,0.5,Edith Campbell,Humanities & Liberal Arts,University of Luxembourg,Luxembourg,302
Deborah Thomson,623190,THEOLOGY AND RELIGIOUS VOCATIONS,2599,3,0.5,James Cameron,Industrial Arts & Consumer Services,University of Pisa,Italy,553
Kerri Syed,156798,MICROBIOLOGY,6107,61,0.5,Joan Schell,Humanities & Liberal Arts,RWTH Aachen University,Germany,242
Linda Hogue,817479,FOOD SCIENCE,3301,61,0.5,Katherine Paiz,Agriculture & Natural Resources,Kyushu Institute of Technology,Japan,248
Richard Moore,738671,ART HISTORY AND CRITICISM,6203,52,0.5,Lawrence Aldridge,Humanities & Liberal Arts,Universiti Teknologi Malaysia,Malaysia,427
Michael Moreno,996201,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,1102,80,1.0,Ulysses Bennett,Engineering,University of Konstanz,Germany,120
John Martin,866655,MICROBIOLOGY,6199,63,1.0,Robert Forrester,Education,University of Dhaka,Bangladesh,592
John Nicholson,597442,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",2404,80,0.5,Elizabeth Bond,Physical Sciences,V.N. Karazin Kharkiv National University,Ukraine,103
Robert Little,152639,PUBLIC POLICY,5601,50,1.0,Charlotte Jones,Physical Sciences,Leibniz University of Hanover,Germany,240
Kristin Robinson,760269,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,2301,51,1.0,Brittany Taylor,Agriculture & Natural Resources,University of Sydney,Australia,686
John Mendoza,163616,PUBLIC POLICY,2307,9,1.0,Jane Moon,Humanities & Liberal Arts,Iran University of Science and Technology,Iran,98
Ronald Collins,464645,INTERNATIONAL RELATIONS,2303,17,1.0,Joyce Webb,Biology & Life Science,Jordan University of Science and Technology,Jordan,24
Joe Peters,464631,MATERIALS ENGINEERING AND MATERIALS SCIENCE,3301,19,0.5,Lonnie Johnston,Psychology & Social Work,University of Warsaw,Poland,654
Jaime White,827696,MASS MEDIA,2403,40,1.0,Jennifer Peters,Humanities & Liberal Arts,University College Dublin,Republic of Ireland,181
Chad Shepard,897946,PRE-LAW AND LEGAL STUDIES,2399,93,0.5,Delores Garcia,Humanities & Liberal Arts,Paris-Sorbonne University - Paris 4,France,314
William Theiss,432297,ADVERTISING AND PUBLIC RELATIONS,6212,83,1.0,Sam Overton,Biology & Life Science,Makerere University,Uganda,264
Joseph Mercer,798291,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,2405,10,0.5,Tina Lovato,Engineering,City University London,United Kingdom,73
Robert Wright,784888,ENVIRONMENTAL ENGINEERING,3402,69,1.0,Barbara Scott,Arts,Georgetown University,United States of America,161
Manuel Cuthbertson,386095,MECHANICAL ENGINEERING,2414,0,1.0,Frank Makela,Education,University of Lincoln,United Kingdom,122
Tijuana Malveaux,212309,AEROSPACE ENGINEERING,6207,9,1.0,Joseph Hammett,Engineering,Tomsk State University,Russian Federation,706
Raymond Binkley,600653,COMPOSITION AND RHETORIC,5098,34,0.5,Tony Ragsdale,Physical Sciences,Sapienza University of Rome,Italy,485
Vaughn Jackson,199602,ECONOMICS,6201,100,0.5,Emily Garcia,Psychology & Social Work,National Cheng Kung University,Taiwan,35
Heather Greenwood,122316,SOIL SCIENCE,2409,25,1.0,Alan Perez,Psychology & Social Work,Radboud University Nijmegen,Netherlands,790
Heidi Malone,591377,AEROSPACE ENGINEERING,2404,29,0.5,Jimmy Farmer,Physical Sciences,University of Western Ontario,Canada,512
Jimmy Farmer,876512,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,3402,24,1.0,Sonia Burcham,Psychology & Social Work,Monterrey Institute of Technology and Higher Education,Mexico,447
Della Craig,280421,APPLIED MATHEMATICS,3801,10,0.5,Tammy Stewart,Education,University of Wollongong,Australia,451
Helen Smith,273642,MICROBIOLOGY,5502,40,1.0,Kenny Boucher,Health,Ajou University,South Korea,340
David Bensen,758342,SOCIAL WORK,5501,1,1.0,Lois Jones,Physical Sciences,Ohio University,United States of America,666
Jerry Black,127900,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,6212,71,0.5,Debra Boatright,Biology & Life Science,Tokyo University of Science,Japan,601
Roseanna Speakman,975920,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,5000,8,0.5,Marianne McCoy,Communications & Journalism,Federal University of Bahia,Brazil,495
Susan Ramirez,318771,TREATMENT THERAPY PROFESSIONS,5206,43,0.5,Allen Davis,Humanities & Liberal Arts,Creighton University,United States of America,482
Jeff Moeller,864196,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,2404,34,1.0,Rodney Plumb,Engineering,China University of Petroleum (Beijing),China,285
Clyde Navarre,195875,MOLECULAR BIOLOGY,5601,78,0.5,Dalton Norfleet,Engineering,Belarusian State University,Belarus,269
Lester Felty,351555,CHEMICAL ENGINEERING,1106,54,0.5,Hugh Perkins,Computers & Mathematics,Chinese University of Hong Kong,Hong Kong,607
Elizabeth Castillo,891057,NUTRITION SCIENCES,3699,80,0.5,Beatrice Harris,Arts,George Washington University,United States of America,229
Robert Smalls,526005,BIOCHEMICAL SCIENCES,5599,31,1.0,Eugene Baird,Physical Sciences,University of Massachusetts,United States of America,733
Mary Gerow,532288,ENVIRONMENTAL SCIENCE,3608,36,0.5,Patrick Dawson,Health,Karolinska Institute,Sweden,86
Kathryn Ellis,983291,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,6103,74,1.0,Eileen Williams,Industrial Arts & Consumer Services,University of Oxford,United Kingdom,324
Maria Rosenzweig,106439,HOSPITALITY MANAGEMENT,1199,57,0.5,Brandon Hanes,Education,"Royal Holloway, University of London",United Kingdom,497
Ronnie Hicks,834667,STUDIO ARTS,2399,75,1.0,Amber Hall,Biology & Life Science,University of Illinois at Chicago,United States of America,517
Perry Pena,736198,POLITICAL SCIENCE AND GOVERNMENT,5505,43,1.0,Roberto Hathaway,Education,New Mexico State University,United States of America,672
Kimberly Hays,105711,GENERAL MEDICAL AND HEALTH SERVICES,5001,58,1.0,Katina Joslyn,Humanities & Liberal Arts,Federal University of Rio Grande do Sul,Brazil,357
Albert Whitham,923868,HISTORY,6100,31,1.0,Christopher Durant,Engineering,University of Coimbra,Portugal,689
Victoria Pena,686436,SOCIAL PSYCHOLOGY,4002,82,1.0,Mildred Howell,Engineering,University of Milan,Italy,624
Alton Hall,860418,MATERIALS ENGINEERING AND MATERIALS SCIENCE,1401,53,1.0,Stephanie Reed,Agriculture & Natural Resources,Paris Descartes University,France,303
Michael Santos,286147,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,6109,27,1.0,Clement Rother,Engineering,Aalto University,Finland,221
Vernon Dickerson,984353,OTHER FOREIGN LANGUAGES,2303,85,0.5,Dorothy Fernandez,Physical Sciences,Queen Mary University of London,United Kingdom,92
Janice Townsend,522563,MISCELLANEOUS FINE ARTS,3608,31,0.5,Matthew Craig,Law & Public Policy,University of Dundee,United Kingdom,459
Paula Wright,454154,JOURNALISM,3302,34,0.5,Weldon Cady,Industrial Arts & Consumer Services,University of Hull,United Kingdom,320
Maria Delgado,200335,POLITICAL SCIENCE AND GOVERNMENT,5402,4,1.0,Joyce Tschida,Computers & Mathematics,Claude Bernard University Lyon 1,France,661
Joseph Hammett,794861,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,1903,76,0.5,Robert Wright,Biology & Life Science,University of Antioquia,Colombia,307
Rose Hick,846998,LIBERAL ARTS,1105,48,1.0,Elizabeth Weldon,Physical Sciences,University of Otago,New Zealand,105
Sheila Ham,525680,PSYCHOLOGY,1103,85,0.5,Betty Reiss,Social Science,Sheffield Hallam University,United Kingdom,762
Shannon Kelly,167884,ASTRONOMY AND ASTROPHYSICS,5005,15,1.0,Maria Ball,Communications & Journalism,Jadavpur University,India,393
Vivian Odell,530237,ELECTRICAL ENGINEERING TECHNOLOGY,6210,30,1.0,Gladys Melo,Psychology & Social Work,Pontifical Catholic University of Valparaíso,Chile,774
Elisa Daley,870272,MISCELLANEOUS AGRICULTURE,3201,82,1.0,Courtney Scott,Engineering,Tilburg University,Netherlands,662
Charles Camacho,337240,HUMAN SERVICES AND COMMUNITY ORGANIZATION,1102,87,0.5,Marion Wiggin,Engineering,Stockholm University,Sweden,479
Marisa Caldwell,361481,MULTI/INTERDISCIPLINARY STUDIES,2504,98,1.0,Michael Yates,Health,Oklahoma State University,United States of America,503
